Reason1,Reason2,Reason3,Reason4,Month,Day,Transportation_Expense,Distance,Age,Workload ,Hit_Target,Disciplinary_Failure,Education,Son,Social_Drinker,Social_Smoker,Pet,BMI,Absenteeism
0,0,0,1,8,5,330,16,28,249797,93,0,1,0,0,0,0,25,16
0,0,0,1,8,3,235,11,37,249797,93,0,1,1,0,0,1,29,4
0,0,0,1,8,3,246,25,41,249797,93,0,0,0,1,0,0,23,1
0,0,0,1,8,3,118,10,37,249797,93,0,0,0,0,0,0,28,5
0,0,0,1,8,5,291,31,40,249797,93,0,0,1,1,0,1,25,2
0,0,0,1,8,2,260,50,36,249797,93,0,0,4,1,0,0,23,3
0,0,0,1,9,3,246,25,41,261756,87,0,0,0,1,0,0,23,1
0,0,0,1,9,3,246,25,41,261756,87,0,0,0,1,0,0,23,1
0,0,0,1,9,3,118,10,37,261756,87,0,0,0,0,0,0,28,3
0,0,0,1,9,3,155,12,34,261756,87,0,0,2,1,0,0,25,2
0,0,0,1,9,5,291,31,40,261756,87,0,0,1,1,0,1,25,2
0,0,0,1,9,6,179,26,30,261756,87,0,1,0,0,0,0,19,8
0,0,0,1,9,6,248,25,47,261756,87,0,0,2,0,0,1,32,1
0,0,0,1,9,2,179,51,38,261756,87,0,0,0,1,0,0,31,4
0,0,0,1,9,4,225,26,28,261756,87,0,0,1,0,0,2,24,1
0,0,0,1,9,2,179,26,30,261756,87,0,1,0,0,0,0,19,2
0,0,0,1,9,3,369,17,31,261756,87,0,0,3,1,0,0,25,8
0,0,0,1,9,3,361,52,28,261756,87,0,0,1,1,0,4,27,8
1,0,0,0,10,5,289,48,49,284853,91,0,0,0,0,0,2,36,1
1,0,0,0,10,5,235,16,32,284853,91,0,1,0,0,0,0,25,3
0,0,0,1,10,6,246,25,41,284853,91,0,0,0,1,0,0,23,8
1,0,0,0,10,4,289,48,49,284853,91,0,0,0,0,0,2,36,3
0,0,0,1,10,4,291,31,40,284853,91,0,0,1,1,0,1,25,2
0,0,0,1,10,3,118,10,37,284853,91,0,0,0,0,0,0,28,2
0,0,0,1,10,5,289,48,49,284853,91,0,0,0,0,0,2,36,2
0,0,0,1,10,6,291,31,40,284853,91,0,0,1,1,0,1,25,1
0,0,0,1,10,3,225,26,28,284853,91,0,0,1,0,0,2,24,2
0,0,0,1,10,3,369,17,31,284853,91,0,0,3,1,0,0,25,8
0,0,0,1,10,3,369,17,31,284853,91,0,0,3,1,0,0,25,3
0,0,0,1,10,3,225,26,28,284853,91,0,0,1,0,0,2,24,4
0,0,0,1,10,3,369,17,31,284853,91,0,0,3,1,0,0,25,8
0,0,0,1,10,4,179,51,38,284853,91,0,0,0,1,0,0,31,3
1,0,0,0,10,4,228,14,58,284853,91,0,0,2,0,0,1,22,1
0,0,0,1,10,4,291,31,40,284853,91,0,0,1,1,0,1,25,1
1,0,0,0,10,5,369,17,31,284853,91,0,0,3,1,0,0,25,8
1,0,0,0,10,5,225,26,28,284853,91,0,0,1,0,0,2,24,1
1,0,0,0,10,6,369,17,31,284853,91,0,0,3,1,0,0,25,8
1,0,0,0,10,6,225,26,28,284853,91,0,0,1,0,0,2,24,3
0,0,0,1,10,2,189,29,33,284853,91,0,0,2,0,0,2,25,8
1,0,0,0,10,2,235,16,32,284853,91,0,1,0,0,0,0,25,8
1,0,0,0,10,2,248,25,47,284853,91,0,0,2,0,0,1,32,8
0,0,0,0,10,2,225,26,28,284853,91,1,0,1,0,0,2,24,0
1,0,0,0,10,3,225,26,28,284853,91,0,0,1,0,0,2,24,3
0,0,1,0,11,3,179,51,38,268519,93,0,0,0,1,0,0,31,1
0,0,0,1,11,4,118,10,37,268519,93,0,0,0,0,0,0,28,3
1,0,0,0,11,4,330,16,28,268519,93,0,1,0,0,0,0,25,24
0,0,0,1,11,6,179,51,38,268519,93,0,0,0,1,0,0,31,1
1,0,0,0,11,3,118,10,37,268519,93,0,0,0,0,0,0,28,8
0,0,0,1,11,4,289,36,33,268519,93,0,0,2,1,0,1,30,8
1,0,0,0,11,6,235,16,32,268519,93,0,1,0,0,0,0,25,8
0,0,0,1,11,6,225,26,28,268519,93,0,0,1,0,0,2,24,4
0,0,0,1,11,3,361,52,28,268519,93,0,0,1,1,0,4,27,8
0,0,0,1,11,4,291,31,40,268519,93,0,0,1,1,0,1,25,2
1,0,0,0,11,5,118,10,37,268519,93,0,0,0,0,0,0,28,2
1,0,0,0,11,5,225,26,28,268519,93,0,0,1,0,0,2,24,3
0,0,0,1,11,2,179,51,38,268519,93,0,0,0,1,0,0,31,1
0,0,0,1,11,2,118,10,37,268519,93,0,0,0,0,0,0,28,8
1,0,0,0,11,3,118,10,37,268519,93,0,0,0,0,0,0,28,8
0,0,0,1,11,3,225,26,28,268519,93,0,0,1,0,0,2,24,2
0,0,0,0,11,3,291,31,40,268519,93,1,0,1,1,0,1,25,0
0,0,0,0,11,4,289,36,33,268519,93,1,0,2,1,0,1,30,0
1,0,0,0,11,5,248,25,47,268519,93,0,0,2,0,0,1,32,4
0,0,0,0,11,5,235,20,43,268519,93,1,0,1,1,0,0,38,0
0,0,0,1,11,6,225,26,28,268519,93,0,0,1,0,0,2,24,2
0,0,0,1,11,6,369,17,31,268519,93,0,0,3,1,0,0,25,8
0,0,0,1,11,2,361,52,28,268519,93,0,0,1,1,0,4,27,2
1,0,0,0,12,3,179,51,38,280549,98,0,0,0,1,0,0,31,32
0,0,0,1,12,4,291,31,40,280549,98,0,0,1,1,0,1,25,1
0,0,0,1,12,4,225,26,28,280549,98,0,0,1,0,0,2,24,3
1,0,0,0,12,6,179,26,30,280549,98,0,1,0,0,0,0,19,1
0,0,0,1,12,6,225,26,28,280549,98,0,0,1,0,0,2,24,3
0,0,0,1,12,4,225,26,28,280549,98,0,0,1,0,0,2,24,3
1,0,0,0,12,5,361,52,28,280549,98,0,0,1,1,0,4,27,4
0,0,1,0,12,6,179,22,40,280549,98,0,1,2,0,1,0,22,2
0,0,0,1,12,6,235,20,43,280549,98,0,0,1,1,0,0,38,8
0,0,1,0,12,2,233,51,31,280549,98,0,1,1,1,0,8,21,8
1,0,0,0,12,3,179,26,30,280549,98,0,1,0,0,0,0,19,16
0,0,0,1,12,3,225,26,28,280549,98,0,0,1,0,0,2,24,2
0,0,0,1,12,5,225,26,28,280549,98,0,0,1,0,0,2,24,3
0,0,0,1,12,2,225,26,28,280549,98,0,0,1,0,0,2,24,2
0,0,1,0,12,3,155,12,34,280549,98,0,0,2,1,0,0,25,80
1,0,0,0,1,2,179,26,30,313532,96,0,1,0,0,0,0,19,24
1,0,0,0,1,5,179,26,30,313532,96,0,1,0,0,0,0,19,16
0,0,0,1,1,5,179,22,40,313532,96,0,1,2,0,1,0,22,2
0,0,0,1,1,6,179,22,40,313532,96,0,1,2,0,1,0,22,2
1,0,0,0,1,2,179,26,30,313532,96,0,1,0,0,0,0,19,3
0,0,0,1,1,4,179,22,40,313532,96,0,1,2,0,1,0,22,2
1,0,0,0,1,5,289,48,49,313532,96,0,0,0,0,0,2,36,8
0,0,1,0,1,6,179,22,40,313532,96,0,1,2,0,1,0,22,3
0,0,0,1,1,2,179,26,30,313532,96,0,1,0,0,0,0,19,2
0,0,1,0,1,3,155,12,34,313532,96,0,0,2,1,0,0,25,8
0,0,0,1,1,4,179,26,30,313532,96,0,1,0,0,0,0,19,2
0,0,0,1,1,4,179,51,38,313532,96,0,0,0,1,0,0,31,3
1,0,0,0,1,4,289,36,33,313532,96,0,0,2,1,0,1,30,8
0,0,0,1,1,5,179,51,38,313532,96,0,0,0,1,0,0,31,3
0,0,0,1,1,6,179,51,38,313532,96,0,0,0,1,0,0,31,2
1,0,0,0,2,3,179,51,38,264249,97,0,0,0,1,0,0,31,8
0,0,0,1,2,3,225,26,28,264249,97,0,0,1,0,0,2,24,3
1,0,0,0,2,4,248,25,47,264249,97,0,0,2,0,0,1,32,8
0,0,0,1,2,4,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,5,225,26,28,264249,97,0,0,1,0,0,2,24,3
0,0,0,1,2,5,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,5,179,26,30,264249,97,0,1,0,0,0,0,19,2
0,0,0,1,2,6,225,15,41,264249,97,0,1,2,1,0,2,28,2
0,0,0,1,2,6,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,1,0,2,2,233,51,31,264249,97,0,1,1,1,0,8,21,2
0,0,0,1,2,2,179,51,38,264249,97,0,0,0,1,0,0,31,2
1,0,0,0,2,3,225,26,28,264249,97,0,0,1,0,0,2,24,8
0,0,0,1,2,4,179,51,38,264249,97,0,0,0,1,0,0,31,3
0,0,0,1,2,5,179,51,38,264249,97,0,0,0,1,0,0,31,3
0,0,0,1,2,5,225,26,28,264249,97,0,0,1,0,0,2,24,3
1,0,0,0,2,5,179,26,30,264249,97,0,1,0,0,0,0,19,2
0,0,0,1,2,6,179,22,40,264249,97,0,1,2,0,1,0,22,2
0,0,0,1,2,6,179,51,38,264249,97,0,0,0,1,0,0,31,3
1,0,0,0,2,4,233,51,31,264249,97,0,1,1,1,0,8,21,3
0,0,0,1,2,4,179,26,30,264249,97,0,1,0,0,0,0,19,2
0,0,0,1,2,4,179,51,38,264249,97,0,0,0,1,0,0,31,2
1,0,0,0,2,5,179,51,38,264249,97,0,0,0,1,0,0,31,8
0,0,0,1,2,6,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,2,155,12,34,264249,97,0,0,2,1,0,0,25,5
0,0,0,1,2,2,235,16,32,264249,97,0,1,0,0,0,0,25,3
0,0,0,1,2,2,179,51,38,264249,97,0,0,0,1,0,0,31,2
1,0,0,0,2,2,225,26,28,264249,97,0,0,1,0,0,2,24,2
0,0,0,1,2,3,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,3,248,25,47,264249,97,0,0,2,0,0,1,32,2
0,0,0,1,2,3,225,26,28,264249,97,0,0,1,0,0,2,24,2
0,0,0,1,2,4,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,5,179,51,38,264249,97,0,0,0,1,0,0,31,2
0,0,0,1,2,6,235,16,32,264249,97,0,1,0,0,0,0,25,2
0,0,0,1,3,2,179,51,38,222196,99,0,0,0,1,0,0,31,2
0,0,0,1,3,2,248,25,47,222196,99,0,0,2,0,0,1,32,2
0,0,0,1,3,3,228,14,58,222196,99,0,0,2,0,0,1,22,3
0,0,0,1,3,3,248,25,47,222196,99,0,0,2,0,0,1,32,3
1,0,0,0,3,3,228,14,58,222196,99,0,0,2,0,0,1,22,112
0,0,0,1,3,4,179,51,38,222196,99,0,0,0,1,0,0,31,2
0,0,0,1,3,5,225,26,28,222196,99,0,0,1,0,0,2,24,2
0,0,0,1,3,5,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,5,225,26,28,222196,99,0,0,1,0,0,2,24,2
0,0,0,1,3,6,179,26,30,222196,99,0,1,0,0,0,0,19,3
0,0,0,1,3,2,235,16,32,222196,99,0,1,0,0,0,0,25,3
0,0,1,0,3,2,361,52,28,222196,99,0,0,1,1,0,4,27,8
1,0,0,0,3,3,179,51,38,222196,99,0,0,0,1,0,0,31,8
0,0,0,1,3,4,179,51,38,222196,99,0,0,0,1,0,0,31,2
0,0,0,1,3,5,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,6,179,26,30,222196,99,0,1,0,0,0,0,19,2
1,0,0,0,3,2,179,51,38,222196,99,0,0,0,1,0,0,31,4
1,0,0,0,3,2,248,25,47,222196,99,0,0,2,0,0,1,32,2
0,0,0,1,3,2,179,51,38,222196,99,0,0,0,1,0,0,31,3
1,0,0,0,3,2,225,26,28,222196,99,0,0,1,0,0,2,24,8
0,0,0,1,3,3,179,51,38,222196,99,0,0,0,1,0,0,31,2
0,0,0,1,3,4,289,36,33,222196,99,0,0,2,1,0,1,30,8
0,0,0,1,3,4,228,14,58,222196,99,0,0,2,0,0,1,22,2
0,0,0,1,3,4,179,51,38,222196,99,0,0,0,1,0,0,31,2
0,0,0,1,3,5,248,25,47,222196,99,0,0,2,0,0,1,32,3
0,0,0,1,3,5,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,6,179,26,30,222196,99,0,1,0,0,0,0,19,2
0,0,0,1,3,6,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,3,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,4,118,15,46,222196,99,0,0,2,1,1,0,25,8
1,0,0,0,3,4,155,12,34,222196,99,0,0,2,1,0,0,25,24
0,0,0,1,3,4,179,51,38,222196,99,0,0,0,1,0,0,31,3
0,0,0,1,3,5,179,51,38,222196,99,0,0,0,1,0,0,31,3
1,0,0,0,3,2,179,26,30,222196,99,0,1,0,0,0,0,19,2
0,0,1,0,3,2,289,36,33,222196,99,0,0,2,1,0,1,30,104
0,0,0,1,3,4,369,17,31,222196,99,0,0,3,1,0,0,25,8
1,0,0,0,4,2,225,26,28,246288,91,0,0,1,0,0,2,24,8
1,0,0,0,4,2,118,10,37,246288,91,0,0,0,0,0,0,28,8
0,0,1,0,4,3,361,52,28,246288,91,0,0,1,1,0,4,27,8
0,0,1,0,4,4,248,25,47,246288,91,0,0,2,0,0,1,32,8
1,0,0,0,4,5,189,29,33,246288,91,0,0,2,0,0,2,25,8
0,0,0,1,4,6,179,26,30,246288,91,0,1,0,0,0,0,19,2
1,0,0,0,4,2,369,17,31,246288,91,0,0,3,1,0,0,25,24
0,1,0,0,4,3,179,22,40,246288,91,0,1,2,0,1,0,22,2
0,0,0,1,4,3,118,13,50,246288,91,0,0,1,1,0,0,31,3
0,0,0,1,4,3,361,52,28,246288,91,0,0,1,1,0,4,27,2
1,0,0,0,4,4,118,10,37,246288,91,0,0,0,0,0,0,28,2
0,0,0,1,4,6,235,11,37,246288,91,0,1,1,0,0,1,29,8
0,0,0,1,4,6,179,26,30,246288,91,0,1,0,0,0,0,19,2
0,0,1,0,4,2,225,26,28,246288,91,0,0,1,0,0,2,24,8
0,1,0,0,4,3,235,16,32,246288,91,0,1,0,0,0,0,25,3
0,0,0,1,4,6,179,26,30,246288,91,0,1,0,0,0,0,19,2
0,0,0,1,4,3,155,12,34,246288,91,0,0,2,1,0,0,25,4
0,0,1,0,4,5,225,26,28,246288,91,0,0,1,0,0,2,24,8
1,0,0,0,4,5,118,13,50,246288,91,0,0,1,1,0,0,31,2
0,0,0,1,4,6,179,26,30,246288,91,0,1,0,0,0,0,19,2
0,0,0,1,5,2,235,11,37,237656,99,0,1,1,0,0,1,29,8
0,0,1,0,5,4,225,15,41,237656,99,0,1,2,1,0,2,28,3
0,0,0,1,5,4,235,16,32,237656,99,0,1,0,0,0,0,25,2
1,0,0,0,5,4,118,10,37,237656,99,0,0,0,0,0,0,28,3
0,0,0,1,5,4,235,20,43,237656,99,0,0,1,1,0,0,38,8
1,0,0,0,5,5,179,26,30,237656,99,0,1,0,0,0,0,19,1
0,0,0,1,5,5,291,31,40,237656,99,0,0,1,1,0,1,25,2
1,0,0,0,5,5,225,15,41,237656,99,0,1,2,1,0,2,28,8
0,0,1,0,5,6,300,26,43,237656,99,0,0,2,1,1,1,25,64
0,0,0,1,5,6,225,15,41,237656,99,0,1,2,1,0,2,28,8
0,0,0,1,5,6,179,26,30,237656,99,0,1,0,0,0,0,19,2
0,0,0,1,5,2,118,13,50,237656,99,0,0,1,1,0,0,31,2
1,0,0,0,5,3,118,13,50,237656,99,0,0,1,1,0,0,31,3
0,0,0,1,5,3,118,10,37,237656,99,0,0,0,0,0,0,28,1
0,0,0,0,5,3,118,13,50,237656,99,1,0,1,1,0,0,31,0
0,0,0,1,5,4,179,26,30,237656,99,0,1,0,0,0,0,19,2
0,0,0,0,5,4,378,49,36,237656,99,1,0,2,0,1,4,21,0
0,1,0,0,5,6,179,22,40,237656,99,0,1,2,0,1,0,22,1
1,0,0,0,5,2,155,12,34,237656,99,0,0,2,1,0,0,25,48
1,0,0,0,5,2,235,16,32,237656,99,0,1,0,0,0,0,25,8
0,0,0,1,5,4,291,31,40,237656,99,0,0,1,1,0,1,25,8
1,0,0,0,5,4,179,22,40,237656,99,0,1,2,0,1,0,22,8
1,0,0,0,5,4,225,26,28,237656,99,0,0,1,0,0,2,24,3
1,0,0,0,5,5,330,16,28,237656,99,0,1,0,0,0,0,25,8
0,0,0,1,5,5,235,16,32,237656,99,0,1,0,0,0,0,25,2
0,0,0,1,5,5,291,31,40,237656,99,0,0,1,1,0,1,25,2
0,0,0,1,5,6,179,26,30,237656,99,0,1,0,0,0,0,19,2
1,0,0,0,5,2,361,52,28,237656,99,0,0,1,1,0,4,27,8
0,0,0,1,5,4,155,12,34,237656,99,0,0,2,1,0,0,25,2
0,0,0,1,5,6,179,22,40,237656,99,0,1,2,0,1,0,22,8
1,0,0,0,5,6,155,12,34,237656,99,0,0,2,1,0,0,25,8
1,0,0,0,5,2,225,26,28,237656,99,0,0,1,0,0,2,24,1
1,0,0,0,6,4,118,15,46,275089,96,0,0,2,1,1,0,25,8
0,0,0,1,6,4,179,26,30,275089,96,0,1,0,0,0,0,19,3
0,0,0,1,6,6,118,10,37,275089,96,0,0,0,0,0,0,28,8
1,0,0,0,6,4,118,10,37,275089,96,0,0,0,0,0,0,28,8
0,0,0,1,6,5,378,49,36,275089,96,0,0,2,0,1,4,21,8
0,0,1,0,6,5,118,13,50,275089,96,0,0,1,1,0,0,31,24
0,0,1,0,6,6,233,51,31,275089,96,0,1,1,1,0,8,21,8
0,0,0,1,6,6,179,26,30,275089,96,0,1,0,0,0,0,19,2
0,0,0,0,6,2,235,29,48,275089,96,1,0,1,0,1,5,33,0
0,0,0,0,6,2,268,11,33,275089,96,1,1,0,0,0,0,25,0
0,0,1,0,6,5,118,13,50,275089,96,0,0,1,1,0,0,31,3
1,0,0,0,6,5,179,26,30,275089,96,0,1,0,0,0,0,19,2
0,0,0,1,6,5,291,31,40,275089,96,0,0,1,1,0,1,25,2
1,0,0,0,6,2,179,26,30,275089,96,0,1,0,0,0,0,19,3
0,0,0,1,6,2,118,10,37,275089,96,0,0,0,0,0,0,28,3
0,0,0,1,6,5,233,51,31,275089,96,0,1,1,1,0,8,21,8
1,0,0,0,6,6,118,10,37,275089,96,0,0,0,0,0,0,28,2
1,0,0,0,6,4,118,10,37,275089,96,0,0,0,0,0,0,28,3
0,0,0,1,6,4,233,51,31,275089,96,0,1,1,1,0,8,21,3
0,0,0,1,7,4,235,20,43,264604,93,0,0,1,1,0,0,38,4
0,0,1,0,7,6,233,51,31,264604,93,0,1,1,1,0,8,21,2
1,0,0,0,7,2,228,14,58,264604,93,0,0,2,0,0,1,22,8
0,0,0,1,7,2,118,10,37,264604,93,0,0,0,0,0,0,28,4
1,0,0,0,7,3,228,14,58,264604,93,0,0,2,0,0,1,22,120
0,0,0,1,7,3,189,29,33,264604,93,0,0,2,0,0,2,25,16
0,0,0,1,7,4,118,10,37,264604,93,0,0,0,0,0,0,28,2
0,0,0,1,7,4,361,52,28,264604,93,0,0,1,1,0,4,27,8
0,0,0,1,7,4,225,26,28,264604,93,0,0,1,0,0,2,24,8
1,0,0,0,7,2,369,17,31,264604,93,0,0,3,1,0,0,25,80
1,0,0,0,7,3,289,36,33,264604,93,0,0,2,1,0,1,30,8
1,0,0,0,7,3,235,11,37,264604,93,0,1,1,0,0,1,29,4
